1	0
2	9
3	33
4	30
5	60
6	53
7	72
8	71
9	75
10	92
11	75
12	88
13	82
14	71
15	75
16	88
17	74
18	100
19	87
20	65
21	70
22	68
23	62
24	61
25	61
26	46
27	77
28	68
29	51
30	46
31	43
32	64
33	56
34	52
35	46
36	63
37	51
38	61
39	59
40	43
41	56
42	40
43	45
44	56
45	36
46	42
47	46
48	37
49	30
50	35
51	42
52	38
53	43
54	36
55	38
56	25
57	37
58	32
59	42
60	38
61	41
62	16
63	29
64	40
65	38
66	26
67	30
68	39
69	34
70	36
71	30
72	39
73	36
74	17
75	27
76	30
77	32
78	24
79	26
80	19
81	40
82	43
83	24
84	36
85	26
86	28
87	25
88	27
89	28
90	23
91	21
92	37
93	35
94	26
95	28
96	33
97	33
98	37
99	37
100	21
101	25
102	28
103	39
104	24
105	24
106	29
107	32
108	34
109	30
110	39
111	43
112	34
113	33
114	28
115	35
116	30
117	37
118	39
119	52
120	41
121	48
122	43
123	47
124	59
125	45
126	45
127	47
128	61
129	70
130	77
131	81
132	77
133	74
134	89
135	87
136	100
137	104
138	95
139	114
140	113
141	122
142	110
143	128
144	106
145	117
146	127
147	118
148	128
149	130
150	137
151	112
152	112
153	106
154	107
155	98
156	109
157	107
158	111
159	106
160	84
161	79
162	81
163	76
164	54
165	47
166	52
167	42
168	32
169	32
170	32
171	23
172	25
173	26
174	24
175	13
176	18
177	10
178	13
179	12
180	9
181	9
182	6
183	3
184	5
185	3
186	4
187	7
188	0
189	4
190	4
191	2
192	3
193	6
194	3
195	6
196	0
197	3
198	1
199	0
200	0
201	2
202	4
203	1
204	0
205	2
206	0
207	1
208	1
209	1
210	2
211	3
212	3
213	0
214	1
215	1
216	0
217	0
218	0
219	0
220	2
221	0
222	1
223	0
224	0
225	1
226	0
227	0
228	0
229	0
230	1
231	0
232	1
233	0
234	0
235	1
236	0
237	1
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	1
252	0
253	0
254	1
255	1
256	0
257	0
258	1
259	0
260	0
261	0
262	0
263	0
264	0
265	1
266	0
267	0
268	0
269	0
270	0
271	1
272	0
273	0
274	0
275	0
276	2
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	1
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	0
345	0
346	0
347	0
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
