94	60
95	60
96	60
97	60
98	60
99	64
100	64
101	64
102	64
103	64
104	64
105	64
106	64
107	64
108	64
109	64
110	64
111	64
112	68
113	68
114	68
115	68
116	68
117	72
118	72
119	72
120	72
121	76
122	76
123	80
124	80
125	80
126	84
127	88
128	88
129	92
130	92
131	96
132	100
133	104
134	108
135	112
136	116
137	120
138	128
139	132
140	136
141	144
142	148
143	152
144	160
145	164
146	172
147	180
148	185
149	190
150	195
151	200
152	208
153	216
154	220
155	224
156	232
157	236
158	244
159	248
160	252
161	256
162	260
163	264
164	264
165	268
166	268
167	268
168	272
169	272
170	272
171	272
172	268
173	268
174	264
175	264
176	260
177	256
178	252
179	252
180	248
181	244
182	240
183	232
184	232
185	228
186	220
187	216
188	212
189	208
190	204
191	200
192	196
193	196
194	192
195	188
196	188
197	184
198	184
199	184
200	180
201	180
202	180
203	184
204	184
205	184
206	188
207	192
208	192
209	196
210	200
211	204
212	208
213	212
214	216
215	224
216	228
217	236
218	244
219	248
220	260
221	260
222	272
223	276
224	284
225	292
226	300
227	308
228	312
229	320
230	332
231	336
232	340
233	348
234	352
235	360
236	364
237	368
238	372
239	376
240	380
241	384
242	384
243	384
244	384
245	388
246	384
247	384
248	384
249	380
250	376
251	372
252	372
253	368
254	360
255	356
256	348
257	340
258	336
259	332
260	324
261	320
262	308
263	304
264	300
265	292
266	284
267	276
268	272
269	268
270	260
271	256
272	248
273	244
274	240
275	236
276	232
277	228
278	228
279	224
280	224
281	220
282	220
283	220
284	216
285	216
286	216
287	220
288	220
289	220
290	224
291	224
292	224
293	228
294	228
295	232
296	236
297	236
298	240
299	244
300	244
301	248
302	252
303	256
304	260
305	260
306	264
307	268
308	268
309	272
310	276
311	276
312	277
313	278
314	279
315	280
316	284
317	288
318	288
319	284
320	284
321	284
322	284
323	280
324	280
325	276
326	272
327	268
328	268
329	264
330	256
331	252
332	248
333	244
334	236
335	232
336	224
337	216
338	212
339	208
340	200
341	192
342	188
343	184
344	176
345	172
346	164
347	156
348	152
349	148
350	140
351	136
352	131
353	126
354	121
